trip_id,ride_id,route_id,date,time,hour_of_day,minute,day_of_week,day_of_week_num,is_weekend,day_type,month,quarter,season,is_peak_hour,is_night_trip,origin_stop_id,origin_name,origin_lat,origin_lon,origin_zone,origin_location_type,destination_stop_id,destination_name,destination_lat,destination_lon,destination_zone,destination_location_type,straight_line_km,road_distance_km,road_factor,distance_slab,vehicle_type,has_ac,vehicle_capacity,vehicle_age_years,route_waypoints,standard_fare_inr,premium_fare_inr,base_fare_charged_inr,night_surcharge_applied,peak_surcharge_applied,rain_surcharge_applied,fare_after_surcharge_inr,discount_type,has_discount,discount_pct,traffic_multiplier,effective_speed_kmh,estimated_travel_min,passenger_count,vehicle_occupancy_pct,weather,final_fare_inr
UTR-004226,RIDE-991115,UTR-CTWT-4226,2024-01-01,17:15,17,15,Monday,0,0,weekday,1,1,winter,1,0,1,Pune Railway Station,18.528,73.8742,central,transit_hub,11,Baner,18.559,73.7868,west,it_suburb,9.838,12.717,1.293,12.0-13.5,Auto Rickshaw,0,3,8,12,279,306.9,279.0,0,1,0,307.0,none,0,0,1.6,15.65,48.8,2,66.7,foggy,307.0
UTR-004227,RIDE-158045,UTR-WTNT-4227,2024-12-28,11:23,11,23,Saturday,5,1,weekend,12,4,winter,0,0,48,Sus Village,18.5565,73.7613,west,residential,24,Bhosari,18.6434,73.8467,north,industrial,13.205,20.749,1.571,19.5-21.0,Hatchback,0,4,3,38,434,477.4,434.0,0,0,0,434.0,corporate,1,15,1.13,19.84,62.7,2,50.0,partly_cloudy,369.0
UTR-004228,RIDE-950775,UTR-WTWT-4228,2024-04-07,20:42,20,42,Sunday,6,1,weekend,4,2,summer,1,0,8,Bavdhan,18.5195,73.7773,west,residential,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,3.476,4.282,1.232,3.0-4.5,AC SUV,1,6,2,6,93,102.3,102.3,0,1,0,112.5,none,0,0,0.83,29.78,8.6,1,16.7,partly_cloudy,112.5
UTR-004229,RIDE-497817,UTR-ETWT-4229,2024-01-26,17:24,17,24,Friday,4,0,weekday,1,1,winter,1,0,37,Magarpatta,18.5122,73.9284,east,it_hub,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,12.738,20.412,1.602,19.5-21.0,Auto Rickshaw,0,3,6,21,434,477.4,434.0,0,1,0,477.5,none,0,0,1.53,13.38,91.5,1,33.3,clear,477.5
UTR-004230,RIDE-118973,UTR-WTCT-4230,2024-09-28,12:37,12,37,Saturday,5,1,weekend,9,3,monsoon,0,0,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,1,Pune Railway Station,18.528,73.8742,central,transit_hub,7.376,9.629,1.305,9.0-10.5,AC SUV,1,6,5,10,217,238.7,238.7,0,0,1,274.5,none,0,0,1.39,14.52,39.8,6,100.0,drizzle,274.5
UTR-004231,RIDE-902875,UTR-NENW-4231,2024-08-27,14:39,14,39,Tuesday,1,0,weekday,8,3,monsoon,0,0,28,Vishrantwadi,18.5807,73.8762,northeast,residential,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,14.612,23.58,1.614,21.0+,Electric Cab,1,4,1,26,496,545.6,545.6,0,0,0,545.5,prime_member,1,10,1.11,16.53,85.6,4,100.0,light_rain,491.0
UTR-004232,RIDE-550592,UTR-CTCT-4232,2024-12-03,09:41,9,41,Tuesday,1,0,holiday,12,4,winter,1,0,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,5,FC Road,18.5225,73.8423,central,commercial,0.59,0.767,1.299,0.0-1.5,AC SUV,1,6,4,2,31,34.1,34.1,0,1,0,37.5,none,0,0,1.59,12.79,3.6,4,66.7,clear,37.5
UTR-004233,RIDE-221197,UTR-NEFX-4233,2024-06-27,07:55,7,55,Thursday,3,0,weekday,6,2,monsoon,1,0,27,Alandi Road,18.6008,73.8652,northeast,residential,49,Talegaon Dabhade,18.7273,73.6739,far_northwest,town,24.576,35.108,1.429,21.0+,Sedan,0,4,14,41,744,818.4,744.0,0,1,1,941.0,none,0,0,1.7,14.89,141.5,4,100.0,drizzle,941.0
UTR-004234,RIDE-223724,UTR-ETNW-4234,2024-10-18,19:09,19,9,Friday,4,0,weekday,10,4,post_monsoon,1,0,34,Yerwada,18.5533,73.9008,east,residential,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,17.67,31.757,1.797,21.0+,AC SUV,1,6,4,36,682,750.2,750.2,0,1,0,825.0,senior,1,50,1.71,11.03,172.7,4,66.7,clear,412.5
UTR-004235,RIDE-468877,UTR-NWNW-4235,2024-08-28,15:29,15,29,Wednesday,2,0,weekday,8,3,monsoon,0,0,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,1.873,2.432,1.299,1.5-3.0,AC Sedan,1,4,8,2,62,68.2,68.2,0,0,0,68.0,senior,1,50,1.3,18.14,8.0,3,75.0,cloudy,34.0
UTR-004236,RIDE-160736,UTR-ETNT-4236,2024-01-12,08:16,8,16,Friday,4,0,weekday,1,1,winter,1,0,34,Yerwada,18.5533,73.9008,east,residential,22,Akurdi,18.6481,73.7671,north,residential,17.597,25.985,1.477,21.0+,Electric Cab,1,4,4,47,558,613.8,613.8,0,1,0,675.0,none,0,0,1.66,13.98,111.5,2,50.0,clear,675.0
UTR-004237,RIDE-717210,UTR-NWNW-4237,2024-04-28,08:56,8,56,Sunday,6,1,weekend,4,2,summer,1,0,19,Rahatani,18.6135,73.7772,northwest,residential,14,Balewadi,18.5793,73.778,northwest,residential,3.804,4.654,1.223,4.5-6.0,Electric Cab,1,4,1,8,124,136.4,136.4,0,1,0,150.0,none,0,0,0.76,31.62,8.8,2,50.0,partly_cloudy,150.0
UTR-004238,RIDE-883785,UTR-NTNT-4238,2024-08-22,16:29,16,29,Thursday,3,0,weekday,8,3,monsoon,0,0,20,Pimpri Bus Stand,18.622,73.7991,north,transit_hub,25,Dighi,18.6186,73.8562,north,residential,6.029,7.807,1.295,7.5-9.0,Electric Cab,1,4,4,8,186,204.6,204.6,0,0,0,204.5,none,0,0,1.29,18.07,25.9,1,25.0,light_rain,204.5
UTR-004239,RIDE-115622,UTR-WTWT-4239,2024-06-27,07:22,7,22,Thursday,3,0,weekday,6,2,monsoon,1,0,10,Sus Road,18.5459,73.7713,west,residential,48,Sus Village,18.5565,73.7613,west,residential,1.581,1.933,1.222,1.5-3.0,Sedan,0,4,13,2,62,68.2,62.0,0,1,0,68.0,none,0,0,1.58,14.04,8.3,1,25.0,clear,68.0
UTR-004240,RIDE-159646,UTR-CTNW-4240,2024-12-16,06:59,6,59,Monday,0,0,holiday,12,4,winter,0,0,1,Pune Railway Station,18.528,73.8742,central,transit_hub,19,Rahatani,18.6135,73.7772,northwest,residential,13.961,21.988,1.575,21.0+,AC SUV,1,6,5,28,465,511.5,511.5,0,0,0,511.5,none,0,0,0.88,28.67,46.0,6,100.0,clear,511.5
UTR-004241,RIDE-559859,UTR-WTET-4241,2024-04-07,08:45,8,45,Sunday,6,1,weekend,4,2,summer,1,0,9,Pashan,18.5361,73.8042,west,residential,38,Mundhwa,18.5277,73.9264,east,residential,12.917,21.171,1.639,21.0+,Electric Cab,1,4,2,35,465,511.5,511.5,0,1,0,562.5,prime_member,1,10,0.83,26.97,47.1,1,25.0,partly_cloudy,506.0
UTR-004242,RIDE-429384,UTR-STET-4242,2024-10-08,20:36,20,36,Tuesday,1,0,weekday,10,4,post_monsoon,1,0,44,Katraj,18.4519,73.87,south,transit_hub,38,Mundhwa,18.5277,73.9264,east,residential,10.316,14.248,1.381,13.5-15.0,Electric Cab,1,4,1,22,310,341.0,341.0,0,1,0,375.0,none,0,0,1.62,15.31,55.8,2,50.0,partly_cloudy,375.0
UTR-004243,RIDE-356108,UTR-STST-4243,2024-03-30,17:21,17,21,Saturday,5,1,weekend,3,1,summer,1,0,45,Bibwewadi,18.4844,73.8572,south,residential,43,Undri,18.4561,73.9033,south,residential,5.792,7.249,1.252,6.0-7.5,AC Sedan,1,4,3,7,155,170.5,170.5,0,1,0,187.5,none,0,0,1.11,16.44,26.5,3,75.0,partly_cloudy,187.5
UTR-004244,RIDE-236017,UTR-NWWT-4244,2024-03-02,18:30,18,30,Saturday,5,1,weekend,3,1,summer,1,0,14,Balewadi,18.5793,73.778,northwest,residential,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,8.586,11.106,1.293,10.5-12.0,AC Sedan,1,4,3,17,248,272.8,272.8,0,1,0,300.0,senior,1,50,1.32,16.8,39.7,3,75.0,hot_sunny,150.0
UTR-004245,RIDE-228320,UTR-WTWT-4245,2024-05-21,09:24,9,24,Tuesday,1,0,weekday,5,2,summer,1,0,9,Pashan,18.5361,73.8042,west,residential,12,Aundh,18.559,73.8078,west,residential,2.574,3.037,1.18,3.0-4.5,AC Sedan,1,4,1,4,93,102.3,102.3,0,1,0,112.5,none,0,0,1.61,11.04,16.5,4,100.0,hot_sunny,112.5
UTR-004246,RIDE-180088,UTR-WTNW-4246,2024-12-11,10:52,10,52,Wednesday,2,0,weekday,12,4,winter,1,0,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,11.867,15.609,1.315,15.0-16.5,AC Sedan,1,4,2,14,341,375.1,375.1,0,1,0,412.5,disability,1,50,1.95,12.97,72.2,1,25.0,partly_cloudy,206.0
UTR-004247,RIDE-315860,UTR-CTNE-4247,2024-10-02,17:20,17,20,Wednesday,2,0,weekday,10,4,post_monsoon,1,0,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,28,Vishrantwadi,18.5807,73.8762,northeast,residential,8.906,11.748,1.319,10.5-12.0,Sedan,0,4,12,13,248,272.8,248.0,0,1,0,273.0,none,0,0,1.65,11.34,62.2,3,75.0,cloudy,273.0
UTR-004248,RIDE-952937,UTR-NTET-4248,2024-12-17,14:07,14,7,Tuesday,1,0,weekday,12,4,winter,0,0,23,Nigdi,18.663,73.7712,north,residential,35,Kharadi,18.5519,73.9439,east,it_hub,21.996,32.516,1.478,21.0+,AC Sedan,1,4,8,59,682,750.2,750.2,0,0,0,750.0,none,0,0,1.17,21.06,92.6,4,100.0,clear,750.0
UTR-004249,RIDE-330987,UTR-CTWT-4249,2024-10-12,17:55,17,55,Saturday,5,1,holiday,10,4,post_monsoon,1,0,5,FC Road,18.5225,73.8423,central,commercial,8,Bavdhan,18.5195,73.7773,west,residential,6.861,9.883,1.44,9.0-10.5,Sedan,0,4,14,14,217,238.7,217.0,0,1,0,238.5,disability,1,50,1.3,14.5,40.9,3,75.0,cloudy,119.0
UTR-004250,RIDE-484757,UTR-NWNW-4250,2024-01-26,19:18,19,18,Friday,4,0,weekday,1,1,winter,1,0,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,17,Hinjewadi Phase 3,18.6064,73.7138,northwest,it_hub,1.374,1.614,1.175,1.5-3.0,AC Sedan,1,4,7,2,62,68.2,68.2,0,1,0,75.0,none,0,0,1.87,12.48,7.8,4,100.0,partly_cloudy,75.0
UTR-004251,RIDE-406900,UTR-WTCT-4251,2024-02-03,09:52,9,52,Saturday,5,1,weekend,2,1,winter,1,0,8,Bavdhan,18.5195,73.7773,west,residential,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,7.255,10.497,1.447,9.0-10.5,AC SUV,1,6,1,12,217,238.7,238.7,0,1,0,262.5,senior,1,50,0.7,31.72,19.9,5,83.3,cloudy,131.0
UTR-004252,RIDE-380531,UTR-ETST-4252,2024-09-17,19:31,19,31,Tuesday,1,0,weekday,9,3,monsoon,1,0,40,Hadapsar,18.5061,73.9284,east,industrial,44,Katraj,18.4519,73.87,south,transit_hub,8.617,11.626,1.349,10.5-12.0,Sedan,0,4,4,15,248,272.8,248.0,0,1,1,313.5,none,0,0,1.71,11.14,62.6,2,50.0,drizzle,313.5
UTR-004253,RIDE-627900,UTR-NEET-4253,2024-02-13,13:56,13,56,Tuesday,1,0,weekday,2,1,winter,0,0,27,Alandi Road,18.6008,73.8652,northeast,residential,33,Koregaon Park,18.5362,73.8938,east,premium_zone,7.79,10.13,1.3,9.0-10.5,Hatchback,0,4,5,9,217,238.7,217.0,0,0,0,217.0,none,0,0,1.19,18.22,33.4,3,75.0,clear,217.0
UTR-004254,RIDE-530790,UTR-WTST-4254,2024-12-27,20:39,20,39,Friday,4,0,weekday,12,4,winter,1,0,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,46,Dhankawadi,18.4651,73.85,south,residential,6.482,9.626,1.485,9.0-10.5,Sedan,0,4,5,11,217,238.7,217.0,0,1,0,238.5,prime_member,1,10,1.44,17.09,33.8,1,25.0,clear,214.5
UTR-004255,RIDE-313442,UTR-ETCT-4255,2024-12-13,08:24,8,24,Friday,4,0,weekday,12,4,winter,1,0,34,Yerwada,18.5533,73.9008,east,residential,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,7.084,9.457,1.335,9.0-10.5,AC Sedan,1,4,7,16,217,238.7,238.7,0,1,0,262.5,none,0,0,1.63,13.31,42.6,4,100.0,foggy,262.5
UTR-004256,RIDE-982298,UTR-ETST-4256,2024-11-13,09:19,9,19,Wednesday,2,0,weekday,11,4,post_monsoon,1,0,37,Magarpatta,18.5122,73.9284,east,it_hub,45,Bibwewadi,18.4844,73.8572,south,residential,8.119,11.731,1.445,10.5-12.0,Electric Cab,1,4,2,15,248,272.8,272.8,0,1,0,300.0,senior,1,50,1.62,15.81,44.5,2,50.0,clear,150.0
UTR-004257,RIDE-679826,UTR-NTET-4257,2024-02-29,13:59,13,59,Thursday,3,0,weekday,2,1,winter,0,0,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,37,Magarpatta,18.5122,73.9284,east,it_hub,18.834,27.645,1.468,21.0+,Sedan,0,4,4,27,589,647.9,589.0,0,0,0,589.0,none,0,0,1.34,13.41,123.7,2,50.0,partly_cloudy,589.0
UTR-004258,RIDE-860124,UTR-FXNE-4258,2024-01-15,16:46,16,46,Monday,0,0,weekday,1,1,winter,0,0,49,Talegaon Dabhade,18.7273,73.6739,far_northwest,town,30,Dhanori,18.5868,73.9034,northeast,residential,28.786,38.921,1.352,21.0+,AC Sedan,1,4,4,54,806,886.6,886.6,0,0,0,886.5,none,0,0,1.15,22.22,105.1,2,50.0,partly_cloudy,886.5
UTR-004259,RIDE-346525,UTR-WTWT-4259,2024-04-23,11:58,11,58,Tuesday,1,0,weekday,4,2,summer,0,0,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,10,Sus Road,18.5459,73.7713,west,residential,5.749,6.806,1.184,6.0-7.5,Sedan,0,4,7,9,155,170.5,155.0,0,0,0,155.0,corporate,1,15,1.21,15.74,25.9,2,50.0,hazy,132.0
UTR-004260,RIDE-575804,UTR-STCT-4260,2024-02-09,14:32,14,32,Friday,4,0,weekday,2,1,winter,0,0,45,Bibwewadi,18.4844,73.8572,south,residential,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,5.262,7.181,1.365,6.0-7.5,Hatchback,0,4,6,8,155,170.5,155.0,0,0,0,155.0,none,0,0,1.3,13.84,31.1,4,100.0,partly_cloudy,155.0
UTR-004261,RIDE-122323,UTR-NWFN-4261,2024-08-07,07:26,7,26,Wednesday,2,0,holiday,8,3,monsoon,1,0,19,Rahatani,18.6135,73.7772,northwest,residential,26,Dehu Road,18.6823,73.7481,far_north,residential,8.242,11.329,1.375,10.5-12.0,AC Sedan,1,4,1,11,248,272.8,272.8,0,1,1,345.0,senior,1,50,2.13,10.99,61.9,1,25.0,heavy_rain,172.5
UTR-004262,RIDE-383428,UTR-NWCT-4262,2024-10-13,11:54,11,54,Sunday,6,1,weekend,10,4,post_monsoon,0,0,17,Hinjewadi Phase 3,18.6064,73.7138,northwest,it_hub,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,16.401,26.351,1.607,21.0+,Electric Cab,1,4,1,30,558,613.8,613.8,0,0,0,614.0,none,0,0,1.35,17.34,91.2,4,100.0,cloudy,614.0
UTR-004263,RIDE-415005,UTR-ETNE-4263,2024-06-11,08:41,8,41,Tuesday,1,0,weekday,6,2,monsoon,1,0,34,Yerwada,18.5533,73.9008,east,residential,27,Alandi Road,18.6008,73.8652,northeast,residential,6.479,8.496,1.311,7.5-9.0,AC Sedan,1,4,1,12,186,204.6,204.6,0,1,0,225.0,none,0,0,1.51,15.84,32.2,3,75.0,cloudy,225.0
UTR-004264,RIDE-996086,UTR-CTWT-4264,2024-07-29,19:19,19,19,Monday,0,0,holiday,7,3,monsoon,1,0,1,Pune Railway Station,18.528,73.8742,central,transit_hub,8,Bavdhan,18.5195,73.7773,west,residential,10.26,13.003,1.267,12.0-13.5,Auto Rickshaw,0,3,4,17,279,306.9,279.0,0,1,0,307.0,prime_member,1,10,1.41,17.65,44.2,1,33.3,light_rain,276.5
UTR-004265,RIDE-501172,UTR-NTCT-4265,2024-10-09,10:23,10,23,Wednesday,2,0,weekday,10,4,post_monsoon,1,0,20,Pimpri Bus Stand,18.622,73.7991,north,transit_hub,1,Pune Railway Station,18.528,73.8742,central,transit_hub,13.111,18.742,1.429,18.0-19.5,Sedan,0,4,12,28,403,443.3,403.0,0,1,0,443.5,none,0,0,1.63,14.1,79.8,4,100.0,partly_cloudy,443.5
UTR-004266,RIDE-335351,UTR-FNNE-4266,2024-08-14,17:44,17,44,Wednesday,2,0,weekday,8,3,monsoon,1,0,26,Dehu Road,18.6823,73.7481,far_north,residential,30,Dhanori,18.5868,73.9034,northeast,residential,19.507,29.042,1.489,21.0+,AC SUV,1,6,1,28,620,682.0,682.0,0,1,0,750.0,none,0,0,1.42,13.05,133.5,4,66.7,clear,750.0
UTR-004267,RIDE-791982,UTR-NEST-4267,2024-03-06,19:01,19,1,Wednesday,2,0,weekday,3,1,summer,1,0,27,Alandi Road,18.6008,73.8652,northeast,residential,44,Katraj,18.4519,73.87,south,transit_hub,16.565,26.896,1.624,21.0+,Hatchback,0,4,3,41,558,613.8,558.0,0,1,0,614.0,none,0,0,1.72,10.35,155.9,2,50.0,hot_sunny,614.0
UTR-004268,RIDE-792482,UTR-WTCT-4268,2024-02-10,14:09,14,9,Saturday,5,1,weekend,2,1,winter,0,0,12,Aundh,18.559,73.8078,west,residential,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,5.221,6.942,1.33,6.0-7.5,Hatchback,0,4,6,7,155,170.5,155.0,0,0,0,155.0,none,0,0,1.08,18.14,23.0,4,100.0,clear,155.0
UTR-004269,RIDE-900059,UTR-NEET-4269,2024-12-13,19:45,19,45,Friday,4,0,holiday,12,4,winter,1,0,29,Lohegaon,18.599,73.9107,northeast,residential,31,Viman Nagar,18.5679,73.9143,east,it_suburb,3.479,4.6,1.322,4.5-6.0,Auto Rickshaw,0,3,5,6,124,136.4,124.0,0,1,0,136.5,corporate,1,15,1.67,14.19,19.5,2,66.7,clear,116.0
UTR-004270,RIDE-738309,UTR-NWET-4270,2024-08-23,11:33,11,33,Friday,4,0,weekday,8,3,monsoon,0,0,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,37,Magarpatta,18.5122,73.9284,east,it_hub,21.909,36.175,1.651,21.0+,AC Sedan,1,4,2,62,775,852.5,852.5,0,0,0,852.5,none,0,0,1.12,19.99,108.6,3,75.0,cloudy,852.5
UTR-004271,RIDE-375285,UTR-NTWT-4271,2024-03-15,18:19,18,19,Friday,4,0,weekday,3,1,summer,1,0,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,10,Sus Road,18.5459,73.7713,west,residential,9.787,14.264,1.457,13.5-15.0,Sedan,0,4,6,24,310,341.0,310.0,0,1,0,341.0,none,0,0,1.63,13.3,64.3,3,75.0,hazy,341.0
UTR-004272,RIDE-457506,UTR-CTWT-4272,2024-05-25,10:20,10,20,Saturday,5,1,weekend,5,2,summer,1,0,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,5.664,7.256,1.281,6.0-7.5,AC Sedan,1,4,8,7,155,170.5,170.5,0,1,0,187.5,none,0,0,1.26,17.42,25.0,2,50.0,hot_sunny,187.5
UTR-004273,RIDE-920628,UTR-CTET-4273,2024-08-10,12:03,12,3,Saturday,5,1,weekend,8,3,monsoon,0,0,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,40,Hadapsar,18.5061,73.9284,east,industrial,8.971,11.441,1.275,10.5-12.0,Hatchback,0,4,4,20,248,272.8,248.0,0,0,0,248.0,none,0,0,1.18,19.41,35.4,4,100.0,cloudy,248.0
UTR-004274,RIDE-680170,UTR-WTWT-4274,2024-07-04,15:38,15,38,Thursday,3,0,weekday,7,3,monsoon,0,0,9,Pashan,18.5361,73.8042,west,residential,12,Aundh,18.559,73.8078,west,residential,2.574,3.023,1.174,3.0-4.5,AC Sedan,1,4,5,5,93,102.3,102.3,0,0,1,117.5,none,0,0,1.22,19.45,9.3,1,25.0,heavy_rain,117.5
UTR-004275,RIDE-810902,UTR-NWCT-4275,2024-06-18,13:44,13,44,Tuesday,1,0,weekday,6,2,monsoon,0,0,47,Mahalunge,18.5774,73.7519,northwest,residential,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,14.248,21.25,1.491,21.0+,Auto Rickshaw,0,3,5,21,465,511.5,465.0,0,0,1,535.0,none,0,0,1.15,15.73,81.1,2,66.7,heavy_rain,535.0
UTR-004276,RIDE-660737,UTR-ETET-4276,2024-10-29,21:51,21,51,Tuesday,1,0,weekday,10,4,post_monsoon,0,0,34,Yerwada,18.5533,73.9008,east,residential,31,Viman Nagar,18.5679,73.9143,east,it_suburb,2.159,2.635,1.221,1.5-3.0,Hatchback,0,4,9,3,62,68.2,62.0,0,0,0,62.0,none,0,0,0.96,23.98,6.6,3,75.0,partly_cloudy,62.0
UTR-004277,RIDE-854157,UTR-NWET-4277,2024-04-15,06:07,6,7,Monday,0,0,weekday,4,2,summer,0,0,15,Hinjewadi Phase 1,18.5912,73.738,northwest,it_hub,35,Kharadi,18.5519,73.9439,east,it_hub,22.138,33.595,1.518,21.0+,Sedan,0,4,10,34,713,784.3,713.0,0,0,0,713.0,none,0,0,0.73,27.03,74.6,4,100.0,clear,713.0
UTR-004278,RIDE-499812,UTR-STET-4278,2024-08-24,09:35,9,35,Saturday,5,1,weekend,8,3,monsoon,1,0,44,Katraj,18.4519,73.87,south,transit_hub,38,Mundhwa,18.5277,73.9264,east,residential,10.316,14.932,1.448,13.5-15.0,AC Sedan,1,4,8,23,310,341.0,341.0,0,1,0,375.0,none,0,0,0.59,36.17,24.8,3,75.0,light_rain,375.0
UTR-004279,RIDE-349799,UTR-ETET-4279,2024-01-10,19:16,19,16,Wednesday,2,0,weekday,1,1,winter,1,0,33,Koregaon Park,18.5362,73.8938,east,premium_zone,32,Kalyani Nagar,18.5479,73.9008,east,premium_zone,1.496,1.816,1.214,1.5-3.0,AC Sedan,1,4,6,3,62,68.2,68.2,0,1,0,75.0,none,0,0,1.6,13.3,8.2,4,100.0,partly_cloudy,75.0
UTR-004280,RIDE-394335,UTR-ETST-4280,2024-10-11,18:57,18,57,Friday,4,0,holiday,10,4,post_monsoon,1,0,35,Kharadi,18.5519,73.9439,east,it_hub,44,Katraj,18.4519,73.87,south,transit_hub,13.578,18.718,1.379,18.0-19.5,AC Sedan,1,4,6,21,403,443.3,443.3,0,1,0,487.5,none,0,0,1.63,14.93,75.2,2,50.0,clear,487.5
UTR-004281,RIDE-362073,UTR-WTET-4281,2024-04-13,11:35,11,35,Saturday,5,1,weekend,4,2,summer,0,0,48,Sus Village,18.5565,73.7613,west,residential,35,Kharadi,18.5519,73.9439,east,it_hub,19.256,30.243,1.571,21.0+,Sedan,0,4,11,45,651,716.1,651.0,0,0,0,651.0,prime_member,1,10,1.38,13.13,138.2,3,75.0,hot_sunny,586.0
UTR-004282,RIDE-513769,UTR-ETFN-4282,2024-01-07,14:42,14,42,Sunday,6,1,weekend,1,1,winter,0,0,32,Kalyani Nagar,18.5479,73.9008,east,premium_zone,50,Chakan,18.7621,73.8608,far_north,industrial,24.188,37.138,1.535,21.0+,Electric Cab,1,4,3,34,775,852.5,852.5,0,0,0,852.5,none,0,0,1.1,15.46,144.1,3,75.0,partly_cloudy,852.5
UTR-004283,RIDE-745448,UTR-WTNW-4283,2024-04-06,09:56,9,56,Saturday,5,1,weekend,4,2,summer,1,0,48,Sus Village,18.5565,73.7613,west,residential,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,6.118,8.444,1.38,7.5-9.0,Electric Cab,1,4,4,15,186,204.6,204.6,0,1,0,225.0,senior,1,50,0.6,38.58,13.1,1,25.0,hazy,112.5
UTR-004284,RIDE-791252,UTR-ETNW-4284,2024-09-15,17:52,17,52,Sunday,6,1,weekend,9,3,monsoon,1,0,40,Hadapsar,18.5061,73.9284,east,industrial,17,Hinjewadi Phase 3,18.6064,73.7138,northwest,it_hub,25.222,44.344,1.758,21.0+,Auto Rickshaw,0,3,2,51,930,1023.0,930.0,0,1,1,1176.5,none,0,0,1.0,22.32,119.2,2,66.7,heavy_rain,1176.5
UTR-004285,RIDE-949618,UTR-CTWT-4285,2024-05-01,07:12,7,12,Wednesday,2,0,weekday,5,2,summer,1,0,5,FC Road,18.5225,73.8423,central,commercial,11,Baner,18.559,73.7868,west,it_suburb,7.121,9.228,1.296,9.0-10.5,Auto Rickshaw,0,3,2,12,217,238.7,217.0,0,1,0,238.5,none,0,0,1.82,12.4,44.7,2,66.7,hot_sunny,238.5
UTR-004286,RIDE-696053,UTR-NENW-4286,2024-02-20,20:38,20,38,Tuesday,1,0,weekday,2,1,winter,1,0,29,Lohegaon,18.599,73.9107,northeast,residential,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,19.995,29.313,1.466,21.0+,Sedan,0,4,1,30,620,682.0,620.0,0,1,0,682.0,none,0,0,1.73,11.58,151.9,1,25.0,clear,682.0
UTR-004287,RIDE-988765,UTR-NWCT-4287,2024-08-13,16:19,16,19,Tuesday,1,0,weekday,8,3,monsoon,0,0,14,Balewadi,18.5793,73.778,northwest,residential,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,12.281,17.649,1.437,16.5-18.0,AC Sedan,1,4,8,18,372,409.2,409.2,0,0,0,409.0,none,0,0,1.35,12.87,82.3,3,75.0,light_rain,409.0
UTR-004288,RIDE-118105,UTR-NWNW-4288,2024-03-03,12:40,12,40,Sunday,6,1,weekend,3,1,summer,0,0,47,Mahalunge,18.5774,73.7519,northwest,residential,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,3.864,4.635,1.2,4.5-6.0,Sedan,0,4,9,8,124,136.4,124.0,0,0,0,124.0,none,0,0,1.13,20.91,13.3,2,50.0,hot_sunny,124.0
UTR-004289,RIDE-138801,UTR-NWWT-4289,2024-02-26,18:22,18,22,Monday,0,0,weekday,2,1,winter,1,0,14,Balewadi,18.5793,73.778,northwest,residential,8,Bavdhan,18.5195,73.7773,west,residential,6.65,8.181,1.23,7.5-9.0,Sedan,0,4,4,8,186,204.6,186.0,0,1,0,204.5,corporate,1,15,1.62,13.31,36.9,4,100.0,cloudy,174.0
UTR-004290,RIDE-985339,UTR-NWCT-4290,2024-08-07,07:02,7,2,Wednesday,2,0,weekday,8,3,monsoon,1,0,13,Wakad,18.5984,73.7609,northwest,it_suburb,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,11.817,17.294,1.464,16.5-18.0,Sedan,0,4,13,20,372,409.2,372.0,0,1,0,409.0,none,0,0,1.95,9.19,112.9,3,75.0,light_rain,409.0
